id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Date
24743,Female,Loyal Customer,39,Business travel,Business,432,4,4,4.0,4,3,5,3,5,5,5.0,5.0,2,5,5,10,32.0,satisfied,2022-10-04
95736,Male,Loyal Customer,41,Business travel,Eco,419,3,3,3.0,3,3,3,3,3,3,2.0,4.0,2,3,3,0,4.0,neutral or dissatisfied,2022-10-26
25953,Male,Loyal Customer,18,Business travel,Eco,946,4,3,5.0,5,4,5,5,4,2,1.0,2.0,1,1,4,0,0.0,satisfied,2022-10-24
29643,Male,Loyal Customer,29,Personal Travel,Eco,909,1,4,1.0,4,4,1,4,4,3,2.0,5.0,4,5,4,0,0.0,neutral or dissatisfied,2022-10-19
26973,Male,Loyal Customer,43,Business travel,Business,2126,4,4,4.0,4,4,5,3,4,4,4.0,4.0,4,4,5,0,0.0,satisfied,2022-10-04
12558,Female,Loyal Customer,66,Personal Travel,Eco,871,2,3,2.0,3,1,4,4,5,5,2.0,5.0,2,5,4,0,0.0,neutral or dissatisfied,2022-10-20
109052,Female,disloyal Customer,39,Business travel,Business,816,4,4,4.0,4,5,4,5,5,2,1.0,3.0,1,4,5,14,1.0,neutral or dissatisfied,2022-10-29
117731,Male,Loyal Customer,44,Business travel,Eco,833,4,2,2.0,2,4,4,4,4,1,4.0,2.0,1,2,4,30,14.0,neutral or dissatisfied,2022-11-01
70546,Male,Loyal Customer,37,Business travel,Business,1258,1,2,1.0,1,3,4,5,4,4,4.0,4.0,5,4,5,0,5.0,satisfied,2022-10-17
104945,Male,Loyal Customer,23,Personal Travel,Eco,1180,3,4,3.0,4,1,3,1,1,3,5.0,5.0,5,4,1,20,2.0,neutral or dissatisfied,2022-10-11
89703,Female,Loyal Customer,35,Personal Travel,Eco,1076,5,4,5.0,4,5,5,5,5,4,5.0,4.0,3,4,5,0,0.0,satisfied,2022-10-03
67180,Female,Loyal Customer,27,Personal Travel,Eco,929,3,5,3.0,2,4,3,4,4,3,5.0,5.0,4,4,4,0,0.0,neutral or dissatisfied,2022-10-17
122383,Male,Loyal Customer,62,Personal Travel,Eco,529,3,2,5.0,3,3,5,3,3,2,4.0,3.0,1,4,3,3,0.0,neutral or dissatisfied,2022-10-18
67192,Male,Loyal Customer,56,Personal Travel,Eco,1121,2,4,2.0,5,2,2,2,2,5,5.0,5.0,4,4,2,0,0.0,neutral or dissatisfied,2022-10-26
66724,Female,Loyal Customer,8,Personal Travel,Eco,802,1,3,1.0,2,2,1,2,2,5,5.0,2.0,5,4,2,10,2.0,neutral or dissatisfied,2022-10-18
1287,Male,Loyal Customer,37,Personal Travel,Eco,134,2,2,2.0,4,1,2,1,1,4,2.0,3.0,1,3,1,0,0.0,neutral or dissatisfied,2022-10-05
1952,Male,Loyal Customer,56,Business travel,Eco,383,2,4,4.0,4,1,2,1,1,4,2.0,3.0,2,4,1,0,0.0,neutral or dissatisfied,2022-10-05
120632,Female,Loyal Customer,51,Business travel,Business,3874,4,5,4.0,4,3,4,5,4,4,4.0,4.0,4,4,5,0,0.0,satisfied,2022-10-07
58836,Female,Loyal Customer,46,Personal Travel,Eco Plus,1005,2,5,2.0,5,5,5,4,4,4,2.0,4.0,5,4,5,1,0.0,neutral or dissatisfied,2022-10-07
101236,Female,disloyal Customer,31,Business travel,Business,1587,2,2,2.0,1,5,2,5,5,5,3.0,3.0,4,5,5,4,0.0,neutral or dissatisfied,2022-10-06
54577,Female,Loyal Customer,60,Business travel,Business,3904,1,3,3.0,3,1,1,1,1,5,1.0,2.0,1,2,1,27,8.0,neutral or dissatisfied,2022-10-27
52489,Male,Loyal Customer,30,Personal Travel,Eco Plus,493,3,3,3.0,3,3,3,3,3,2,1.0,3.0,3,3,3,0,5.0,neutral or dissatisfied,2022-10-19
91695,Male,Loyal Customer,28,Business travel,Business,626,2,2,2.0,2,5,5,5,5,3,4.0,4.0,4,5,5,0,0.0,satisfied,2022-10-07
99986,Female,disloyal Customer,36,Business travel,Business,289,4,4,4.0,3,5,4,5,5,4,5.0,5.0,5,5,5,0,0.0,neutral or dissatisfied,2022-10-15
68195,Male,Loyal Customer,65,Personal Travel,Eco Plus,597,3,4,3.0,2,1,3,1,1,2,5.0,4.0,1,5,1,0,0.0,neutral or dissatisfied,2022-10-28
27844,Female,Loyal Customer,27,Personal Travel,Eco,680,2,5,2.0,3,3,2,3,3,4,5.0,4.0,4,5,3,0,0.0,neutral or dissatisfied,2022-10-17
63471,Female,disloyal Customer,59,Business travel,Eco Plus,337,3,3,3.0,1,5,3,5,5,1,3.0,1.0,4,2,5,22,21.0,neutral or dissatisfied,2022-10-21
49449,Female,Loyal Customer,69,Business travel,Eco,209,5,2,2.0,2,4,5,4,5,5,5.0,5.0,1,5,3,0,0.0,satisfied,2022-10-08
88917,Male,Loyal Customer,12,Personal Travel,Eco,859,1,4,1.0,3,1,1,1,1,5,2.0,4.0,5,4,1,31,13.0,neutral or dissatisfied,2022-10-21
65263,Male,Loyal Customer,51,Business travel,Business,3945,1,1,1.0,1,2,5,4,4,4,4.0,4.0,5,4,3,0,0.0,satisfied,2022-10-03
58101,Female,Loyal Customer,43,Personal Travel,Eco,612,5,5,4.0,5,4,5,4,3,3,4.0,3.0,3,3,3,17,0.0,satisfied,2022-10-31
129866,Male,Loyal Customer,64,Business travel,Eco Plus,337,2,3,3.0,3,2,2,2,2,1,2.0,3.0,2,3,2,27,18.0,neutral or dissatisfied,2022-10-14
25008,Female,Loyal Customer,32,Business travel,Eco Plus,692,4,4,4.0,4,4,4,4,4,1,1.0,2.0,4,3,4,0,0.0,satisfied,2022-10-30
107609,Male,disloyal Customer,25,Business travel,Eco,423,2,2,3.0,3,2,3,2,2,3,3.0,4.0,4,4,2,62,64.0,neutral or dissatisfied,2022-10-23
19392,Male,Loyal Customer,19,Personal Travel,Eco,844,4,4,4.0,4,2,4,2,2,4,4.0,4.0,3,5,2,0,0.0,satisfied,2022-10-27
52085,Male,Loyal Customer,47,Business travel,Eco,438,1,5,5.0,5,1,1,1,1,4,4.0,4.0,2,4,1,0,1.0,neutral or dissatisfied,2022-10-12
3660,Male,disloyal Customer,25,Business travel,Business,544,1,0,1.0,5,1,1,1,1,4,3.0,4.0,4,4,1,0,11.0,neutral or dissatisfied,2022-10-20
105800,Female,Loyal Customer,59,Personal Travel,Eco,925,3,1,3.0,3,5,3,3,5,5,3.0,5.0,4,5,3,34,25.0,neutral or dissatisfied,2022-10-26
7804,Female,Loyal Customer,60,Business travel,Business,3831,2,2,2.0,2,4,4,4,4,4,4.0,4.0,5,4,5,0,0.0,satisfied,2022-10-05
97458,Male,Loyal Customer,51,Business travel,Business,3491,4,4,3.0,4,5,4,4,5,5,5.0,5.0,3,5,3,26,0.0,satisfied,2022-11-01
37969,Female,Loyal Customer,53,Business travel,Business,3318,2,2,2.0,2,2,4,5,2,2,2.0,2.0,4,2,3,0,11.0,satisfied,2022-10-02
47069,Male,Loyal Customer,52,Personal Travel,Eco,602,3,2,3.0,3,3,3,3,2,1,4.0,3.0,3,3,3,129,178.0,neutral or dissatisfied,2022-10-09
51166,Male,Loyal Customer,63,Personal Travel,Eco,109,1,3,0.0,4,2,0,2,2,3,5.0,1.0,1,1,2,114,105.0,neutral or dissatisfied,2022-10-13
37611,Female,Loyal Customer,24,Personal Travel,Eco,1069,3,5,3.0,1,4,3,4,4,5,2.0,2.0,3,2,4,0,0.0,neutral or dissatisfied,2022-10-03
1222,Female,Loyal Customer,45,Personal Travel,Eco,482,2,1,2.0,1,2,1,2,4,4,2.0,4.0,3,4,1,0,8.0,neutral or dissatisfied,2022-10-31
17957,Female,disloyal Customer,52,Business travel,Eco,500,3,1,3.0,3,5,3,5,5,2,5.0,4.0,4,3,5,49,53.0,neutral or dissatisfied,2022-10-08
44093,Male,Loyal Customer,46,Business travel,Business,2858,3,2,4.0,2,4,2,3,3,3,3.0,3.0,2,3,4,0,0.0,neutral or dissatisfied,2022-10-23
93658,Female,Loyal Customer,57,Business travel,Business,667,4,1,1.0,1,5,3,4,4,4,4.0,4.0,4,4,2,8,0.0,neutral or dissatisfied,2022-10-14
88625,Male,Loyal Customer,42,Personal Travel,Eco,515,3,5,3.0,2,2,3,2,2,5,3.0,5.0,5,5,2,15,14.0,neutral or dissatisfied,2022-10-21
17766,Female,disloyal Customer,23,Business travel,Eco,1075,1,0,0.0,3,2,0,2,2,5,1.0,5.0,2,5,2,0,23.0,neutral or dissatisfied,2022-10-08
7626,Female,disloyal Customer,17,Business travel,Eco,767,1,1,1.0,3,5,1,5,5,4,5.0,4.0,1,4,5,0,0.0,neutral or dissatisfied,2022-10-28
114503,Male,Loyal Customer,34,Business travel,Business,446,3,2,2.0,2,3,4,3,3,3,2.0,3.0,2,3,2,0,0.0,neutral or dissatisfied,2022-10-07
18363,Male,disloyal Customer,20,Business travel,Eco,169,4,3,4.0,5,5,4,5,5,1,4.0,5.0,1,4,5,0,1.0,neutral or dissatisfied,2022-10-24
127435,Male,Loyal Customer,36,Personal Travel,Eco,868,4,1,4.0,4,3,4,3,3,1,4.0,4.0,3,4,3,0,0.0,neutral or dissatisfied,2022-10-14
5658,Male,Loyal Customer,25,Business travel,Business,299,4,3,3.0,3,4,4,4,4,3,1.0,3.0,4,3,4,0,0.0,neutral or dissatisfied,2022-10-13
8144,Female,Loyal Customer,48,Business travel,Eco,294,2,5,3.0,3,1,3,3,2,2,2.0,2.0,3,2,4,0,2.0,neutral or dissatisfied,2022-10-14
32522,Female,Loyal Customer,76,Business travel,Business,3302,1,1,1.0,1,1,4,5,4,4,4.0,4.0,3,4,1,0,0.0,satisfied,2022-10-29
108789,Male,Loyal Customer,59,Business travel,Business,2620,1,1,1.0,1,5,5,5,5,5,5.0,5.0,3,5,5,23,2.0,satisfied,2022-10-03
58054,Male,Loyal Customer,55,Business travel,Business,589,2,2,2.0,2,5,5,5,3,3,3.0,3.0,4,3,5,0,0.0,satisfied,2022-10-26
17194,Female,Loyal Customer,27,Personal Travel,Eco Plus,643,1,5,1.0,4,1,1,1,1,3,2.0,4.0,3,4,1,0,0.0,neutral or dissatisfied,2022-10-11
17176,Male,Loyal Customer,29,Business travel,Business,2733,2,1,2.0,2,4,4,4,4,1,2.0,3.0,1,4,4,0,0.0,satisfied,2022-10-19
89839,Male,Loyal Customer,41,Business travel,Business,3468,4,4,4.0,4,4,5,5,5,5,5.0,5.0,3,5,3,0,0.0,satisfied,2022-10-10
107654,Female,Loyal Customer,56,Business travel,Business,405,4,4,4.0,4,5,4,5,2,2,2.0,2.0,5,2,3,29,32.0,satisfied,2022-10-24
22170,Male,disloyal Customer,22,Business travel,Eco,773,4,4,4.0,4,3,4,3,3,1,,3.0,2,3,3,14,23.0,neutral or dissatisfied,2022-10-01
18656,Male,Loyal Customer,57,Personal Travel,Eco,192,3,2,3.0,4,3,3,3,3,4,4.0,4.0,4,4,3,0,0.0,neutral or dissatisfied,2022-10-12
7426,Female,Loyal Customer,24,Business travel,Business,552,1,3,2.0,2,1,1,1,1,1,2.0,4.0,3,4,1,49,106.0,neutral or dissatisfied,2022-10-30
67386,Female,Loyal Customer,36,Business travel,Business,2904,4,4,4.0,4,2,5,5,4,4,4.0,4.0,5,4,3,0,0.0,satisfied,2022-10-15
88261,Female,Loyal Customer,35,Business travel,Eco,250,2,1,4.0,4,2,2,2,2,1,1.0,3.0,2,4,2,3,0.0,neutral or dissatisfied,2022-10-17
109956,Male,Loyal Customer,34,Personal Travel,Eco,1052,2,3,2.0,4,5,2,5,5,3,2.0,4.0,4,3,5,4,2.0,neutral or dissatisfied,2022-10-01
4120,Female,Loyal Customer,51,Business travel,Business,431,5,5,5.0,5,3,4,4,5,5,5.0,5.0,4,5,4,0,0.0,satisfied,2022-10-25
41420,Male,Loyal Customer,40,Personal Travel,Eco,913,3,1,3.0,2,3,3,3,3,3,2.0,2.0,2,3,3,34,19.0,neutral or dissatisfied,2022-10-22
11689,Male,Loyal Customer,46,Business travel,Business,395,3,3,3.0,3,3,5,4,4,4,4.0,4.0,3,4,3,0,0.0,satisfied,2022-10-11
128498,Female,Loyal Customer,65,Personal Travel,Eco,621,3,1,3.0,3,5,4,3,5,5,3.0,3.0,1,5,2,2,1.0,neutral or dissatisfied,2022-10-26
44570,Male,disloyal Customer,36,Business travel,Eco,84,2,0,2.0,4,3,2,5,3,5,4.0,5.0,1,1,3,6,0.0,neutral or dissatisfied,2022-10-19
116075,Male,Loyal Customer,31,Personal Travel,Eco,373,2,3,2.0,3,1,2,1,1,1,1.0,4.0,3,4,1,11,11.0,neutral or dissatisfied,2022-10-11
59061,Female,Loyal Customer,45,Business travel,Business,1846,3,2,2.0,2,3,2,3,3,3,3.0,3.0,2,3,2,108,104.0,neutral or dissatisfied,2022-10-22
29088,Male,Loyal Customer,25,Personal Travel,Eco,1050,2,5,2.0,5,3,2,3,3,5,3.0,5.0,5,4,3,0,0.0,neutral or dissatisfied,2022-10-09
106623,Female,Loyal Customer,60,Business travel,Business,1885,2,2,2.0,2,2,4,5,4,4,5.0,4.0,3,4,4,0,3.0,satisfied,2022-10-04
45423,Female,Loyal Customer,42,Business travel,Business,2075,3,3,3.0,3,3,2,5,4,4,4.0,4.0,3,4,1,0,0.0,satisfied,2022-10-10
81423,Male,Loyal Customer,51,Business travel,Business,2359,3,3,3.0,3,4,5,5,3,3,3.0,3.0,3,3,4,0,0.0,satisfied,2022-10-03
26888,Male,Loyal Customer,33,Business travel,Business,689,2,4,4.0,4,2,2,2,2,3,2.0,4.0,2,4,2,0,0.0,neutral or dissatisfied,2022-10-30
49297,Male,Loyal Customer,52,Business travel,Business,3282,4,4,4.0,4,1,1,3,5,5,5.0,5.0,2,5,1,0,0.0,satisfied,2022-10-07
41053,Female,disloyal Customer,60,Personal Travel,Eco,1195,1,4,1.0,2,2,1,2,2,5,2.0,4.0,5,4,2,28,54.0,neutral or dissatisfied,2022-11-01
72108,Male,Loyal Customer,50,Business travel,Business,731,3,3,3.0,3,4,5,4,4,4,4.0,4.0,5,4,5,5,15.0,satisfied,2022-10-19
108359,Female,disloyal Customer,25,Business travel,Eco,344,2,5,2.0,2,2,2,2,2,2,1.0,2.0,2,3,2,1,10.0,neutral or dissatisfied,2022-10-15
74257,Male,Loyal Customer,54,Personal Travel,Eco,1810,0,2,0.0,3,4,0,4,4,1,5.0,3.0,4,4,4,0,0.0,satisfied,2022-10-08
88349,Female,Loyal Customer,42,Business travel,Business,515,2,2,2.0,2,3,4,5,5,5,5.0,5.0,5,5,5,16,13.0,satisfied,2022-10-26
33134,Female,Loyal Customer,27,Personal Travel,Eco,163,2,1,2.0,3,3,2,2,3,1,4.0,2.0,4,2,3,4,3.0,neutral or dissatisfied,2022-11-01
116020,Male,Loyal Customer,7,Personal Travel,Eco,446,4,5,4.0,5,2,4,2,2,4,3.0,4.0,5,5,2,0,0.0,neutral or dissatisfied,2022-10-10
125888,Male,Loyal Customer,11,Personal Travel,Eco,993,2,2,2.0,4,1,2,1,1,1,4.0,4.0,1,4,1,0,0.0,neutral or dissatisfied,2022-10-28
120726,Female,Loyal Customer,37,Personal Travel,Eco,90,3,3,3.0,3,1,3,1,1,3,4.0,3.0,4,3,1,28,29.0,neutral or dissatisfied,2022-10-21
32123,Male,disloyal Customer,24,Business travel,Eco,102,1,5,1.0,4,5,1,5,5,1,4.0,4.0,1,4,5,0,0.0,neutral or dissatisfied,2022-10-26
20980,Female,Loyal Customer,22,Personal Travel,Eco,803,1,3,1.0,5,1,1,1,1,4,2.0,4.0,1,3,1,2,0.0,neutral or dissatisfied,2022-10-09
21127,Male,Loyal Customer,17,Personal Travel,Eco,152,4,4,4.0,1,5,4,5,5,3,4.0,5.0,5,4,5,11,11.0,neutral or dissatisfied,2022-10-05
49016,Male,Loyal Customer,51,Business travel,Business,1887,5,5,5.0,5,4,4,2,4,4,4.0,4.0,2,4,5,49,37.0,satisfied,2022-10-24
116200,Male,Loyal Customer,37,Personal Travel,Eco,390,2,4,2.0,3,4,2,5,4,3,2.0,4.0,4,5,4,19,16.0,neutral or dissatisfied,2022-10-11
13059,Female,disloyal Customer,32,Business travel,Eco,936,2,2,2.0,4,3,2,3,3,3,3.0,5.0,2,3,3,10,8.0,neutral or dissatisfied,2022-10-20
103448,Male,Loyal Customer,68,Business travel,Business,2255,5,3,5.0,5,5,4,4,4,4,4.0,4.0,4,4,3,3,0.0,satisfied,2022-10-01
74,Female,disloyal Customer,25,Business travel,Eco,212,3,2,3.0,4,4,3,3,4,1,2.0,3.0,1,4,4,10,1.0,neutral or dissatisfied,2022-10-31
45461,Female,Loyal Customer,47,Business travel,Eco,522,5,5,5.0,5,2,1,1,5,5,5.0,5.0,2,5,2,0,1.0,satisfied,2022-10-28
5095,Female,Loyal Customer,10,Personal Travel,Eco,224,4,4,4.0,4,2,4,2,2,3,4.0,4.0,3,4,2,95,94.0,satisfied,2022-10-30
27390,Female,Loyal Customer,47,Business travel,Business,3583,4,2,2.0,2,2,1,2,4,4,4.0,4.0,1,4,4,0,2.0,neutral or dissatisfied,2022-10-09
26184,Male,disloyal Customer,16,Business travel,Eco,404,4,5,4.0,4,5,4,5,5,5,,5.0,3,1,5,2,0.0,satisfied,2022-10-13
39670,Female,Loyal Customer,24,Personal Travel,Eco,476,4,3,4.0,3,2,4,2,2,1,5.0,2.0,2,3,2,76,72.0,neutral or dissatisfied,2022-10-17
98257,Male,Loyal Customer,58,Business travel,Business,1522,2,4,4.0,4,1,2,3,2,2,,2.0,2,2,1,0,0.0,neutral or dissatisfied,2022-11-01
43769,Male,Loyal Customer,59,Business travel,Eco,386,4,2,2.0,2,5,4,5,5,2,3.0,2.0,5,3,5,0,0.0,satisfied,2022-10-17
98353,Female,Loyal Customer,47,Business travel,Eco,1189,2,3,3.0,3,3,2,2,3,3,2.0,3.0,1,3,4,38,14.0,neutral or dissatisfied,2022-10-14
106978,Male,Loyal Customer,40,Business travel,Eco,537,5,3,3.0,3,5,4,5,5,3,4.0,1.0,1,1,5,0,0.0,satisfied,2022-10-04
89050,Male,disloyal Customer,42,Business travel,Business,942,5,5,5.0,3,4,5,4,4,4,4.0,4.0,5,4,4,11,0.0,satisfied,2022-10-08
2307,Female,Loyal Customer,62,Business travel,Business,2820,4,5,5.0,5,1,1,2,4,4,4.0,4.0,1,4,4,16,23.0,neutral or dissatisfied,2022-10-26
11443,Female,Loyal Customer,50,Business travel,Business,140,1,1,1.0,1,4,4,4,5,5,5.0,4.0,3,5,3,0,0.0,satisfied,2022-10-12
51635,Male,disloyal Customer,39,Business travel,Eco,370,3,4,3.0,3,3,3,3,3,2,1.0,4.0,4,4,3,7,1.0,neutral or dissatisfied,2022-10-18
105857,Female,disloyal Customer,12,Business travel,Eco,925,1,1,1.0,4,3,1,3,3,2,4.0,4.0,3,3,3,0,0.0,neutral or dissatisfied,2022-10-26
22452,Female,Loyal Customer,31,Personal Travel,Eco,143,1,3,1.0,3,5,1,5,5,2,2.0,1.0,1,1,5,0,0.0,neutral or dissatisfied,2022-10-15
37458,Male,Loyal Customer,35,Business travel,Business,944,2,2,4.0,2,4,5,4,4,4,4.0,4.0,2,4,2,0,0.0,satisfied,2022-10-23
13862,Female,disloyal Customer,39,Business travel,Business,578,5,5,5.0,4,5,5,5,5,1,2.0,4.0,1,1,5,0,0.0,satisfied,2022-10-15
21412,Male,Loyal Customer,36,Business travel,Business,3277,4,4,4.0,4,3,5,1,5,5,5.0,5.0,2,5,3,0,0.0,satisfied,2022-10-27
58981,Female,Loyal Customer,27,Business travel,Business,1846,2,2,2.0,2,4,4,4,4,5,3.0,3.0,5,5,4,1,8.0,satisfied,2022-10-05
100738,Male,Loyal Customer,43,Business travel,Business,328,4,4,1.0,4,1,1,5,5,5,5.0,5.0,5,5,5,0,0.0,satisfied,2022-10-11
73372,Female,Loyal Customer,61,Business travel,Business,1712,2,2,5.0,2,1,4,4,2,2,2.0,2.0,2,2,1,0,0.0,neutral or dissatisfied,2022-10-11
108326,Male,Loyal Customer,26,Business travel,Business,1750,1,1,1.0,1,3,4,3,3,5,3.0,4.0,3,5,3,38,23.0,satisfied,2022-10-20
124014,Female,disloyal Customer,42,Business travel,Eco,184,4,0,4.0,1,5,4,5,5,1,2.0,4.0,1,2,5,0,0.0,neutral or dissatisfied,2022-10-18
120309,Female,Loyal Customer,45,Business travel,Eco,268,4,5,5.0,5,5,4,3,4,4,4.0,4.0,3,4,1,0,0.0,neutral or dissatisfied,2022-10-01
106340,Female,Loyal Customer,51,Business travel,Business,425,3,3,3.0,3,2,5,5,4,4,4.0,4.0,3,4,5,0,0.0,satisfied,2022-10-28
48903,Female,disloyal Customer,22,Business travel,Eco,209,4,5,4.0,5,1,4,1,1,3,2.0,4.0,1,3,1,12,7.0,satisfied,2022-10-17
41327,Male,Loyal Customer,48,Business travel,Business,3000,1,1,1.0,1,5,4,5,4,4,4.0,4.0,5,4,3,0,0.0,satisfied,2022-10-14
11386,Male,Loyal Customer,53,Business travel,Business,201,4,4,4.0,4,2,5,4,5,5,5.0,5.0,3,5,5,45,42.0,satisfied,2022-10-27
61812,Female,Loyal Customer,68,Personal Travel,Eco,1379,2,5,2.0,3,5,3,5,1,1,2.0,1.0,4,1,5,0,1.0,neutral or dissatisfied,2022-10-26
92888,Female,Loyal Customer,58,Business travel,Business,302,2,2,2.0,2,5,5,4,5,5,5.0,5.0,3,5,5,0,0.0,satisfied,2022-10-04
64557,Female,Loyal Customer,25,Business travel,Business,247,1,1,1.0,1,4,4,4,4,4,5.0,5.0,3,4,4,44,38.0,satisfied,2022-10-15
114670,Male,Loyal Customer,42,Business travel,Business,417,3,3,3.0,3,5,4,4,5,5,5.0,5.0,5,5,4,0,0.0,satisfied,2022-10-11
57472,Female,Loyal Customer,37,Business travel,Business,680,5,5,5.0,5,2,4,5,5,5,5.0,5.0,4,5,5,13,10.0,satisfied,2022-10-23
33931,Male,Loyal Customer,38,Personal Travel,Business,1072,2,5,2.0,3,4,4,5,3,3,2.0,1.0,4,3,3,0,0.0,neutral or dissatisfied,2022-10-31
18589,Female,Loyal Customer,55,Business travel,Business,3561,3,1,4.0,1,3,2,2,2,2,2.0,3.0,1,2,2,0,0.0,neutral or dissatisfied,2022-10-22
105748,Female,disloyal Customer,39,Business travel,Business,663,4,4,4.0,3,4,4,4,4,4,2.0,4.0,3,4,4,18,21.0,neutral or dissatisfied,2022-10-14
42843,Female,disloyal Customer,23,Business travel,Eco,328,1,0,1.0,3,2,1,2,2,3,5.0,4.0,3,4,2,0,3.0,neutral or dissatisfied,2022-10-15
90249,Female,Loyal Customer,22,Personal Travel,Eco,1121,2,5,2.0,2,4,2,4,4,5,3.0,4.0,5,5,4,12,2.0,neutral or dissatisfied,2022-10-17
32418,Female,Loyal Customer,23,Business travel,Business,3059,0,5,0.0,4,4,4,4,4,1,2.0,5.0,2,3,4,0,0.0,satisfied,2022-10-10
62221,Female,Loyal Customer,22,Personal Travel,Eco,2565,3,3,3.0,3,4,3,4,4,3,1.0,4.0,1,2,4,0,0.0,neutral or dissatisfied,2022-10-07
112711,Male,Loyal Customer,37,Business travel,Eco,205,3,2,2.0,2,3,3,3,3,2,5.0,2.0,5,2,3,0,0.0,satisfied,2022-10-19
112871,Female,Loyal Customer,24,Business travel,Business,1390,3,1,1.0,1,3,3,3,3,1,4.0,4.0,1,4,3,16,0.0,neutral or dissatisfied,2022-10-10
41504,Male,disloyal Customer,23,Business travel,Eco,1211,3,2,2.0,3,2,2,2,2,4,5.0,5.0,1,5,2,16,13.0,neutral or dissatisfied,2022-10-19
5630,Female,Loyal Customer,41,Business travel,Business,2108,4,4,4.0,4,3,5,4,4,4,4.0,4.0,4,4,3,94,92.0,satisfied,2022-10-20
58251,Male,Loyal Customer,33,Personal Travel,Eco Plus,925,1,5,1.0,3,2,1,2,2,3,5.0,2.0,3,1,2,0,0.0,neutral or dissatisfied,2022-10-11
61931,Male,Loyal Customer,31,Personal Travel,Eco,550,1,3,1.0,3,5,1,5,5,2,3.0,2.0,1,2,5,124,111.0,neutral or dissatisfied,2022-10-17
115466,Female,Loyal Customer,45,Business travel,Business,2832,3,3,3.0,3,3,5,4,5,5,5.0,5.0,4,5,4,0,0.0,satisfied,2022-11-01
65210,Female,Loyal Customer,62,Business travel,Business,3895,3,3,3.0,3,5,4,5,5,5,5.0,5.0,5,5,5,7,0.0,satisfied,2022-10-13
45770,Male,disloyal Customer,34,Business travel,Eco,411,2,0,2.0,1,1,2,1,1,3,4.0,4.0,3,4,1,0,0.0,neutral or dissatisfied,2022-10-07
106121,Male,Loyal Customer,48,Business travel,Eco,436,2,3,3.0,3,2,2,2,2,4,2.0,3.0,2,3,2,18,9.0,neutral or dissatisfied,2022-11-01
52818,Female,Loyal Customer,45,Business travel,Eco,902,2,1,1.0,1,2,3,3,2,2,2.0,2.0,2,2,4,0,0.0,neutral or dissatisfied,2022-10-18
2997,Female,Loyal Customer,45,Business travel,Business,3173,5,5,5.0,5,2,4,4,4,4,4.0,4.0,3,4,4,10,15.0,satisfied,2022-10-02
85623,Female,Loyal Customer,54,Personal Travel,Eco,259,1,5,1.0,1,1,1,2,2,2,1.0,2.0,5,2,2,0,4.0,neutral or dissatisfied,2022-10-23
78570,Male,Loyal Customer,39,Business travel,Business,630,4,4,4.0,4,2,5,4,4,4,4.0,4.0,3,4,3,0,0.0,satisfied,2022-10-10
110956,Female,disloyal Customer,23,Business travel,Eco Plus,404,4,2,4.0,3,4,4,4,2,5,3.0,4.0,4,3,4,253,229.0,neutral or dissatisfied,2022-10-11
76488,Female,Loyal Customer,40,Business travel,Business,3457,3,3,3.0,3,2,4,4,4,4,4.0,4.0,3,4,5,0,15.0,satisfied,2022-10-03
110137,Female,disloyal Customer,57,Business travel,Business,1056,4,4,4.0,2,3,4,3,3,4,4.0,4.0,4,5,3,0,0.0,satisfied,2022-10-06
11488,Male,Loyal Customer,40,Personal Travel,Eco Plus,308,4,4,4.0,3,5,4,5,5,3,2.0,5.0,3,4,5,0,4.0,neutral or dissatisfied,2022-10-13
40642,Male,Loyal Customer,37,Personal Travel,Eco Plus,391,0,1,0.0,3,1,0,1,1,2,5.0,3.0,1,3,1,0,0.0,satisfied,2022-10-12
77833,Female,Loyal Customer,16,Personal Travel,Eco,731,2,4,2.0,4,4,2,4,4,5,3.0,5.0,4,4,4,11,0.0,neutral or dissatisfied,2022-10-16
8827,Female,Loyal Customer,25,Personal Travel,Eco,522,3,4,3.0,1,4,3,3,4,4,1.0,4.0,5,4,4,0,0.0,neutral or dissatisfied,2022-10-09
72550,Male,Loyal Customer,58,Business travel,Business,2196,3,3,3.0,3,2,4,4,4,4,5.0,4.0,4,4,5,0,0.0,satisfied,2022-10-29
70142,Male,Loyal Customer,27,Personal Travel,Eco,460,0,4,0.0,1,5,0,5,5,3,5.0,4.0,3,5,5,0,4.0,satisfied,2022-11-01
126705,Female,disloyal Customer,23,Business travel,Business,2521,5,5,5.0,2,3,5,3,3,4,3.0,4.0,3,4,3,7,0.0,satisfied,2022-11-01
68809,Female,Loyal Customer,37,Personal Travel,Eco,926,2,4,2.0,4,1,2,1,1,3,4.0,5.0,5,4,1,0,2.0,neutral or dissatisfied,2022-10-18
87658,Female,Loyal Customer,28,Business travel,Business,606,3,3,3.0,3,4,4,4,4,5,5.0,5.0,4,4,4,0,0.0,satisfied,2022-10-31
121724,Male,disloyal Customer,34,Business travel,Business,1475,2,2,2.0,3,3,2,3,3,4,5.0,5.0,3,4,3,29,25.0,neutral or dissatisfied,2022-10-24
